Pokemon ID,Name,Description,Japanese name,Name etymology,Image URL,Species,Height,Weight,Type 1,Type 2,Abilities,EV Yield,Catch rate,Base Exp,Growth rate,Gender male %,Gender female %,Friendship,Generation
603,Eelektrik,Eelektrik is an Electric type Pokémon introduced in Generation 5.,シビビール (Shibibeel),eel: snake-like marine creature | electric: of or relating to electricity,https://img.pokemondb.net/artwork/eelektrik.jpg,EleFish,120,2200,Electric,,Levitate,2 Attack,60,142,Slow,50,50,50,5
604,Eelektross,Eelektross is an Electric type Pokémon introduced in Generation 5.,シビルドン (Shibirudon),"eel: snake-like marine creature | electric: of or relating to electricity | gross: great, large",https://img.pokemondb.net/artwork/eelektross.jpg,EleFish,210,8050,Electric,,Levitate,3 Attack,30,258,Slow,50,50,50,5
605,Elgyem,Elgyem is a Psychic type Pokémon introduced in Generation 5.,リグレー (Ligray),L.G.M.: initials for ‘Little Green Man’ i.e. an alien,https://img.pokemondb.net/artwork/elgyem.jpg,Cerebral,50,900,Psychic,,"Telepathy, Synchronize, Analytic",1 Sp. Atk,255,67,Medium Fast,50,50,50,5
606,Beheeyem,Beheeyem is a Psychic type Pokémon introduced in Generation 5.,オーベム (Ohbem),"B.E.M.: initials for ‘Bug Eyed Monster’, i.e. an alien",https://img.pokemondb.net/artwork/beheeyem.jpg,Cerebral,100,3450,Psychic,,"Telepathy, Synchronize, Analytic",2 Sp. Atk,90,170,Medium Fast,50,50,50,5
607,Litwick,Litwick is a Ghost/Fire type Pokémon introduced in Generation 5.,ヒトモシ (Hitomoshi),lit: on fire or producing light | wick: candle ‘fuel’,https://img.pokemondb.net/artwork/litwick.jpg,Candle,30,310,Ghost, Fire,"Flash Fire, Flame Body, Infiltrator",1 Sp. Atk,190,55,Medium Slow,50,50,50,5
608,Lampent,Lampent is a Ghost/Fire type Pokémon introduced in Generation 5.,ランプラー (Lampler),"lamp: device producing light, usually via a flame | lambent: softly flickering flame",https://img.pokemondb.net/artwork/lampent.jpg,Lamp,60,1300,Ghost, Fire,"Flash Fire, Flame Body, Infiltrator",2 Sp. Atk,90,130,Medium Slow,50,50,50,5
609,Chandelure,Chandelure is a Ghost/Fire type Pokémon introduced in Generation 5.,シャンデラ (Chandela),"chandelier: large, decorative light fixture | lure: attract or entice, often for evil means",https://img.pokemondb.net/artwork/chandelure.jpg,Luring,100,3429,Ghost, Fire,"Flash Fire, Flame Body, Infiltrator",3 Sp. Atk,45,234,Medium Slow,50,50,50,5
610,Axew,Axew is a Dragon type Pokémon introduced in Generation 5.,キバゴ (Kibago),"axe: tool with a wide metal blade | askew: out of line, off-center",https://img.pokemondb.net/artwork/axew.jpg,Tusk,60,1800,Dragon,,"Rivalry, Mold Breaker, Unnerve",1 Attack,75,64,Slow,50,50,35,5
611,Fraxure,Fraxure is a Dragon type Pokémon introduced in Generation 5.,オノンド (Onondo),fracture: to break or crack | axe: tool with a wide metal blade,https://img.pokemondb.net/artwork/fraxure.jpg,Axe Jaw,100,3600,Dragon,,"Rivalry, Mold Breaker, Unnerve",2 Attack,60,144,Slow,50,50,35,5
612,Haxorus,Haxorus is a Dragon type Pokémon introduced in Generation 5.,オノノクス (Ononokus),hack: to chop repeatedly | axe: tool with a wide metal blade | -saurus: common dinosaur suffix,https://img.pokemondb.net/artwork/haxorus.jpg,Axe Jaw,180,10550,Dragon,,"Rivalry, Mold Breaker, Unnerve",3 Attack,45,270,Slow,50,50,35,5
613,Cubchoo,Cubchoo is an Ice type Pokémon introduced in Generation 5.,クマシュン (Kumasyun),cub: a young bear | atchoo: the sound of sneezing,https://img.pokemondb.net/artwork/cubchoo.jpg,Chill,50,850,Ice,,"Snow Cloak, Slush Rush, Rattled",1 Attack,120,61,Medium Fast,50,50,50,5
614,Beartic,Beartic is an Ice type Pokémon introduced in Generation 5.,ツンベアー (Tunbear),"bear: large, powerful mammal | arctic: icy region around the North Pole",https://img.pokemondb.net/artwork/beartic.jpg,Freezing,260,26000,Ice,,"Snow Cloak, Slush Rush, Swift Swim",2 Attack,60,177,Medium Fast,50,50,50,5
615,Cryogonal,Cryogonal is an Ice type Pokémon introduced in Generation 5.,フリージオ (Freegeo),cryogenic: of or relating to very low temperatures | polygonal: multi-sided shape,https://img.pokemondb.net/artwork/cryogonal.jpg,Crystallizing,110,14800,Ice,,Levitate,2 Sp. Def,25,180,Medium Fast,0,0,50,5
616,Shelmet,Shelmet is a Bug type Pokémon introduced in Generation 5.,チョボマキ (Chobomaki),shell: hard cover | helmet: hard covering of the head,https://img.pokemondb.net/artwork/shelmet.jpg,Snail,40,770,Bug,,"Hydration, Shell Armor, Overcoat",1 Defense,200,61,Medium Fast,50,50,50,5
617,Accelgor,Accelgor is a Bug type Pokémon introduced in Generation 5.,アギルダー (Agilder),accelerate: to increase in speed | escargot: French for ‘snail’,https://img.pokemondb.net/artwork/accelgor.jpg,Shell Out,80,2530,Bug,,"Hydration, Sticky Hold, Unburden",2 Speed,75,173,Medium Fast,50,50,50,5
618,Stunfisk,"Stunfisk is a Ground/Electric type Pokémon introduced in Generation 5. Stunfisk has a Galarian Form, introduced in Pokémon Sword/Shield.",マッギョ (Maggyo),stun: to immobilize temporarily | fish: marine creature | disk: flat circular shape,https://img.pokemondb.net/artwork/stunfisk.jpg,Trap,70,1100,Ground, Electric,"Static, Limber, Sand Veil",2 HP,75,165,Medium Fast,50,50,70,5
619,Mienfoo,Mienfoo is a Fighting type Pokémon introduced in Generation 5.,コジョフー (Kojofu),mien: dignified manner | kung fu: Chinese martial art,https://img.pokemondb.net/artwork/mienfoo.jpg,Martial Arts,90,2000,Fighting,,"Inner Focus, Regenerator, Reckless",1 Attack,180,70,Medium Slow,50,50,50,5
620,Mienshao,Mienshao is a Fighting type Pokémon introduced in Generation 5.,コジョンド (Kojondo),mien: dignified manner | shaolin: Chinese martial art,https://img.pokemondb.net/artwork/mienshao.jpg,Martial Arts,140,3550,Fighting,,"Inner Focus, Regenerator, Reckless",2 Attack,45,179,Medium Slow,50,50,50,5
621,Druddigon,Druddigon is a Dragon type Pokémon introduced in Generation 5.,クリムガン (Crimgan),dragon: mythical fire-breathing creature | ruddy: reddish color,https://img.pokemondb.net/artwork/druddigon.jpg,Cave,160,13900,Dragon,,"Rough Skin, Sheer Force, Mold Breaker",2 Attack,45,170,Medium Fast,50,50,50,5
622,Golett,Golett is a Ground/Ghost type Pokémon introduced in Generation 5.,ゴビット (Gobit),golem: stone figure from jewish folklore | -lett: suffix meaning ‘small’,https://img.pokemondb.net/artwork/golett.jpg,Automaton,100,9200,Ground, Ghost,"Iron Fist, Klutz, No Guard",1 Attack,190,61,Medium Fast,0,0,50,5
623,Golurk,Golurk is a Ground/Ghost type Pokémon introduced in Generation 5.,ゴルーグ (Goloog),golem: stone figure from jewish folklore | lurk: to lie or wait in concealment,https://img.pokemondb.net/artwork/golurk.jpg,Automaton,280,33000,Ground, Ghost,"Iron Fist, Klutz, No Guard",2 Attack,90,169,Medium Fast,0,0,50,5
624,Pawniard,Pawniard is a Dark/Steel type Pokémon introduced in Generation 5.,コマタナ (Komatana),pawn: the least important chess piece | poniard: a dagger,https://img.pokemondb.net/artwork/pawniard.jpg,Sharp Blade,50,1019,Dark, Steel,"Defiant, Inner Focus, Pressure",1 Attack,120,68,Medium Fast,50,50,35,5
625,Bisharp,Bisharp is a Dark/Steel type Pokémon introduced in Generation 5.,キリキザン (Kirikizan),bishop: a chess piece | sharp: pointed,https://img.pokemondb.net/artwork/bisharp.jpg,Sword Blade,160,7000,Dark, Steel,"Defiant, Inner Focus, Pressure",2 Attack,45,172,Medium Fast,50,50,35,5
626,Bouffalant,Bouffalant is a Normal type Pokémon introduced in Generation 5.,バッフロン (Buffron),bouffant: hair style | buffalo: a large ox,https://img.pokemondb.net/artwork/bouffalant.jpg,Bash Buffalo,160,9460,Normal,,"Reckless, Sap Sipper, Soundproof",2 Attack,45,172,Medium Fast,50,50,50,5
627,Rufflet,Rufflet is a Normal/Flying type Pokémon introduced in Generation 5.,ワシボン (Washibon),ruffle: to shake feathers | -let: suffix meaning ‘small’,https://img.pokemondb.net/artwork/rufflet.jpg,Eaglet,50,1050,Normal, Flying,"Keen Eye, Sheer Force, Hustle",1 Attack,190,70,Slow,100,0,50,5
628,Braviary,"Braviary is a Normal/Flying type Pokémon introduced in Generation 5. Braviary has a Hisuian Form, introduced in Pokémon Legends: Arceus.",ウォーグル (Warrgle),brave: courageous | aviary: a place where birds are kept,https://img.pokemondb.net/artwork/braviary.jpg,Valiant,150,4100,Normal, Flying,"Keen Eye, Sheer Force, Defiant",2 Attack,60,179,Slow,100,0,50,5
629,Vullaby,Vullaby is a Dark/Flying type Pokémon introduced in Generation 5.,バルチャイ (Valchai),vulture: a species of bird | lullaby: a song used to lull people to sleep,https://img.pokemondb.net/artwork/vullaby.jpg,Diapered,50,900,Dark, Flying,"Big Pecks, Overcoat, Weak Armor",1 Defense,190,74,Slow,0,100,35,5
630,Mandibuzz,Mandibuzz is a Dark/Flying type Pokémon introduced in Generation 5.,バルジーナ (Vulgina),mandible: jaw bone | buzzard: a species of bird,https://img.pokemondb.net/artwork/mandibuzz.jpg,Bone Vulture,120,3950,Dark, Flying,"Big Pecks, Overcoat, Weak Armor",2 Sp. Atk,60,179,Slow,0,100,35,5
631,Heatmor,Heatmor is a Fire type Pokémon introduced in Generation 5.,クイタラン (Kuitaran),heat more: to increase in temperature,https://img.pokemondb.net/artwork/heatmor.jpg,Anteater,140,5800,Fire,,"Gluttony, Flash Fire, White Smoke",2 Sp. Atk,90,169,Medium Fast,50,50,50,5
632,Durant,Durant is a Bug/Steel type Pokémon introduced in Generation 5.,アイアント (Aiant),"durable: hard to break, does not wear easily | ant: a species of small insect",https://img.pokemondb.net/artwork/durant.jpg,Iron Ant,30,3300,Bug, Steel,"Swarm, Hustle, Truant",2 Defense,90,169,Medium Fast,50,50,50,5
633,Deino,Deino is a Dark/Dragon type Pokémon introduced in Generation 5.,モノズ (Monozu),ein: german for ‘one’ | dino: slang for ‘dinosaur’,https://img.pokemondb.net/artwork/deino.jpg,Irate,80,1730,Dark, Dragon,Hustle,1 Attack,45,60,Slow,50,50,35,5
634,Zweilous,Zweilous is a Dark/Dragon type Pokémon introduced in Generation 5.,ジヘッド (Dihead),zwei: german for ‘two’ | jealous: envious (Zweilous’ heads fight with each other),https://img.pokemondb.net/artwork/zweilous.jpg,Hostile,140,5000,Dark, Dragon,Hustle,2 Attack,45,147,Slow,50,50,35,5
635,Hydreigon,"Hydreigon is a Dark/Dragon type Pokémon introduced in Generation 5. Hydreigon is a pseudo-legendary Pokémon. In Generation 9, a Paradox Pokémon Iron Jugulis was discovered, which bears a striking resemblance to Hydreigon.",サザンドラ (Sazandora),drei: german for ‘three’ | hydra: mythical multi-headed creature | dragon: mythical fire-breathing creature,https://img.pokemondb.net/artwork/hydreigon.jpg,Brutal,180,16000,Dark, Dragon,Levitate,3 Sp. Atk,45,300,Slow,50,50,35,5
636,Larvesta,Larvesta is a Bug/Fire type Pokémon introduced in Generation 5.,メラルバ (Merlarva),larva: young feeding stage of an insect | Vesta: Roman goddess of the hearth,https://img.pokemondb.net/artwork/larvesta.jpg,Torch,110,2880,Bug, Fire,"Flame Body, Swarm",1 Attack,45,72,Slow,50,50,50,5
637,Volcarona,"Volcarona is a Bug/Fire type Pokémon introduced in Generation 5. In Generation 9, Paradox Pokémon Slither Wing and Iron Moth were discovered, which bear a striking resemblance to Volcarona.",ウルガモス (Ulgamoth),volcano: mountain that erupts lava | corona: outline of the Sun,https://img.pokemondb.net/artwork/volcarona.jpg,Sun,160,4600,Bug, Fire,"Flame Body, Swarm",3 Sp. Atk,15,275,Slow,50,50,50,5
638,Cobalion,Cobalion is a Steel/Fighting type Pokémon introduced in Generation 5.,コバルオン (Cobalon),cobalt: blueish-grey metal | lion: large ferocious cat,https://img.pokemondb.net/artwork/cobalion.jpg,Iron Will,210,25000,Steel, Fighting,Justified,3 Defense,3,261,Slow,0,0,35,5
639,Terrakion,Terrakion is a Rock/Fighting type Pokémon introduced in Generation 5.,テラキオン (Terrakion),terracotta: orange clay-based material | lion: large ferocious cat,https://img.pokemondb.net/artwork/terrakion.jpg,Cavern,190,26000,Rock, Fighting,Justified,3 Attack,3,261,Slow,0,0,35,5
640,Virizion,"Virizion is a Grass/Fighting type Pokémon introduced in Generation 5. In Generation 9, a Paradox Pokémon Iron Leaves was discovered, which bears a striking resemblance to Virizion.",ビリジオン (Virizion),viridian: blueish-green color | lion: large ferocious cat,https://img.pokemondb.net/artwork/virizion.jpg,Grassland,200,20000,Grass, Fighting,Justified,3 Sp. Def,3,261,Slow,0,0,35,5
641,Tornadus,Tornadus is a Flying type Pokémon introduced in Generation 5.,トルネロス (Tornelos),tornado: a whirlwind of destructive force | -us: common cloud suffix; possession of a given quality,https://img.pokemondb.net/artwork/tornadus-incarnate.jpg,Cyclone,150,6300,Flying,,"Prankster, Defiant",3 Attack,3,290,Slow,100,0,90,5
642,Thundurus,Thundurus is an Electric/Flying type Pokémon introduced in Generation 5.,ボルトロス (Voltolos),thunder: loud noise produced by a lightning strike | -us: common cloud suffix; possession of a given quality,https://img.pokemondb.net/artwork/thundurus-incarnate.jpg,Bolt Strike,150,6100,Electric, Flying,"Prankster, Defiant",3 Attack,3,290,Slow,100,0,90,5
643,Reshiram,Reshiram is a Dragon/Fire type Pokémon introduced in Generation 5.,レシラム (Reshiram),re: used as a softer sound than ‘ze’ to indicate a weaker character | shiro: Japanese for ‘white’,https://img.pokemondb.net/artwork/reshiram.jpg,Vast White,320,33000,Dragon, Fire,Turboblaze,3 Sp. Atk,3,306,Slow,0,0,0,5
644,Zekrom,Zekrom is a Dragon/Electric type Pokémon introduced in Generation 5.,ゼクロム (Zekrom),ze: used as a harder sound than ‘re’ to indicate a stronger character | kuro: Japanese for ‘black’,https://img.pokemondb.net/artwork/zekrom.jpg,Deep Black,290,34500,Dragon, Electric,Teravolt,3 Attack,3,306,Slow,0,0,0,5
645,Landorus,Landorus is a Ground/Flying type Pokémon introduced in Generation 5.,ランドロス (Landlos),land: area of ground | -us: common cloud suffix; possession of a given quality,https://img.pokemondb.net/artwork/landorus-incarnate.jpg,Abundance,150,6800,Ground, Flying,"Sand Force, Sheer Force",3 Sp. Atk,3,300,Slow,100,0,90,5
646,Kyurem,Kyurem is a Dragon/Ice type Pokémon introduced in Generation 5.,キュレム (Kyurem),kyuurei: Japanese for ‘rapid cooling’,https://img.pokemondb.net/artwork/kyurem.jpg,Boundary,300,32500,Dragon, Ice,Pressure,"1 HP, 1 Attack, 1 Sp. Atk",3,297,Slow,0,0,0,5
647,Keldeo,Keldeo is a Water/Fighting type Pokémon introduced in Generation 5.,ケルディオ (Keldeo),kelpie: a supernatural water horse from Celtic folklore | rodeo: a public exhibition of cowboy skills,https://img.pokemondb.net/artwork/keldeo-ordinary.jpg,Colt,140,4850,Water, Fighting,Justified,3 Sp. Atk,3,261,Slow,0,0,35,5
648,Meloetta,Meloetta is a Normal/Psychic type Pokémon introduced in Generation 5.,メロエッタ (Meloetta),melody: a song | pirouette: a ballet move,https://img.pokemondb.net/artwork/meloetta-aria.jpg,Melody,60,650,Normal, Psychic,Serene Grace,"1 Sp. Atk, 1 Sp. Def, 1 Speed",3,300,Slow,0,0,100,5
649,Genesect,Genesect is a Bug/Steel type Pokémon introduced in Generation 5.,ゲノセクト (Genesect),genetic: of or relating to DNA | insect: a bug,https://img.pokemondb.net/artwork/genesect.jpg,Paleozoic,150,8250,Bug, Steel,Download,"1 Attack, 1 Sp. Atk, 1 Speed",3,270,Slow,0,0,0,5
650,Chespin,"Chespin is a Grass type Pokémon introduced in Generation 6. Chespin has a tough shell covering its head and back. Despite having a curious nature that tends to get it in trouble, Chespin keeps an optimistic outlook and doesn't worry about small details. Chespin evolves into Quilladin at level 16.",ハリマロン (Harimaron),chestnut: edible nut in a spiky shell | pin: sharp needle,https://img.pokemondb.net/artwork/chespin.jpg,Spiny Nut,40,900,Grass,,"Overgrow, Bulletproof",1 Defense,45,63,Medium Slow,87.5,12.5,50,6
651,Quilladin,"Quilladin is a Grass type Pokémon introduced in Generation 6. Upon evolution, the hard spikes on Quilladin's body grow even sturdier. Despite its prickly appearance, Quilladin is considered a gentle Pokémon that avoids battle. Quilladin evolves from Chespin at level 16, and evolves into Chesnaught at level 36.",ハリボーグ (Hariborg),"quill: sharp feather/needle | paladin: heroic, chivalrous knight",https://img.pokemondb.net/artwork/quilladin.jpg,Spiny Armor,70,2900,Grass,,"Overgrow, Bulletproof",2 Defense,45,142,Medium Slow,87.5,12.5,50,6
652,Chesnaught,Chesnaught is a Grass/Fighting type Pokémon introduced in Generation 6. Chesnaught evolves from Quilladin at level 36.,ブリガロン (Brigarron),"chestnut: edible nut in a spiky shell | juggernaught: large, destructive force",https://img.pokemondb.net/artwork/chesnaught.jpg,Spiny Armor,160,9000,Grass, Fighting,"Overgrow, Bulletproof",3 Defense,45,265,Medium Slow,87.5,12.5,50,6
653,Fennekin,"Fennekin is a Fire type Pokémon introduced in Generation 6. Fennekin can be temperamental, but it tries to do its best for its Trainer. Searing heat blows from its ears. This Pokémon loves to snack on twigs. Fennekin evolves into Braixen at level 16.",フォッコ (Fokko),"fennec: species of fox | kin: friendship, affinity",https://img.pokemondb.net/artwork/fennekin.jpg,Fox,40,940,Fire,,"Blaze, Magician",1 Sp. Atk,45,61,Medium Slow,87.5,12.5,50,6
654,Braixen,"Braixen is a Fire type Pokémon introduced in Generation 6. Braixen no longer eats branches but it still keeps a tree branch in its tail, which seems to calm the Pokémon. It will occasionally wield the branch in battle and use friction to light it on fire. Braixen evolves from Fennekin at level 16, and evolves into Delphox at level 36.",テールナー (Tairenar),braise: to simmer over heat | vixen: a female fox,https://img.pokemondb.net/artwork/braixen.jpg,Fox,100,1450,Fire,,"Blaze, Magician",2 Sp. Atk,45,143,Medium Slow,87.5,12.5,50,6
655,Delphox,Delphox is a Fire/Psychic type Pokémon introduced in Generation 6. Delphox evolves from Braixen at level 36.,マフォクシー (Mahoxy),Delphic oracle: the most important oracle in Greek mythology | fox: vulpine mammal,https://img.pokemondb.net/artwork/delphox.jpg,Fox,150,3900,Fire, Psychic,"Blaze, Magician",3 Sp. Atk,45,267,Medium Slow,87.5,12.5,50,6
656,Froakie,"Froakie is a Water type Pokémon introduced in Generation 6. Froakie is both light and strong, making it capable of jumping incredibly high. The bubbles on its chest and back protect it from attacks. Froakie may appear absentminded, but in truth it pays close attention to its surroundings at all times. Froakie evolves into Frogadier at level 16.",ケロマツ (Keromatsu),"frog: a species of amphibian | croaky: husky, squawking noise made by frogs",https://img.pokemondb.net/artwork/froakie.jpg,Bubble Frog,30,700,Water,,"Torrent, Protean",1 Speed,45,63,Medium Slow,87.5,12.5,50,6
657,Frogadier,"Frogadier is a Water type Pokémon introduced in Generation 6. During battle, Frogadier confounds its opponents by leaping about the ceiling or into trees. Its jumping skill improves greatly. Frogadier evolves from Froakie at level 16, and evolves into Greninja at level 36.",ゲコガシラ (Gekogashira),frog: a species of amphibian | brigadier: an army rank,https://img.pokemondb.net/artwork/frogadier.jpg,Bubble Frog,60,1090,Water,,"Torrent, Protean",2 Speed,45,142,Medium Slow,87.5,12.5,50,6
658,Greninja,Greninja is a Water/Dark type Pokémon introduced in Generation 6. Greninja evolves from Frogadier at level 36. Greninja has a new form Ash-Greninja introduced in Pokémon Sun/Moon.,ゲッコウガ (Gekkouga),grenouille: French for ‘frog’ | ninja: stealthy martial art,https://img.pokemondb.net/artwork/greninja.jpg,Ninja,150,4000,Water, Dark,"Torrent, Protean",3 Speed,45,265,Medium Slow,87.5,12.5,50,6
659,Bunnelby,"Bunnelby is a Normal type Pokémon introduced in Generation 6. Bunnelby is based on a rabbit. It creates its den by digging in the ground with its large, shovel-shaped ears. They are strong enough to chop right through thick tree roots. Bunnelby evolves into Diggersby at level 20.",ホルビー (Horubee),"bunny: slang for rabbit, a small mammal with long ears | tunnel: to burrow underground",https://img.pokemondb.net/artwork/bunnelby.jpg,Digging,40,500,Normal,,"Pickup, Cheek Pouch, Huge Power",1 Speed,255,47,Medium Fast,50,50,50,6
660,Diggersby,Diggersby is a Normal/Ground type Pokémon introduced in Generation 6. Diggersby evolves from Bunnelby at level 20.,ホルード (Horudo),"digger: one who excavates earth | bunny: slang for rabbit, a small mammal with long ears",https://img.pokemondb.net/artwork/diggersby.jpg,Digging,100,4240,Normal, Ground,"Pickup, Cheek Pouch, Huge Power",2 HP,127,148,Medium Fast,50,50,50,6
661,Fletchling,"Fletchling is a Normal/Flying type Pokémon introduced in Generation 6. It has a friendly nature and a beautiful chirp, but Fletchling is also known to be ferocious in battle, capable of unleashing relentless attacks. It evolves into Fletchinder at level 17.",ヤヤコマ (Yayakoma),"fletch: a feather, as used on a dart/arrow | fledgling: a young bird learning to fly",https://img.pokemondb.net/artwork/fletchling.jpg,Tiny Robin,30,170,Normal, Flying,"Big Pecks, Gale Wings",1 Speed,255,56,Medium Slow,50,50,50,6
662,Fletchinder,Fletchinder is a Fire/Flying type Pokémon introduced in Generation 6. Fletchinder evolves from Fletchling at level 17 and evolves into Talonflame at level 35.,ヒノヤコマ (Hinoyakoma),"fletch: a feather, as used on a dart/arrow | cinder: glowing ashes",https://img.pokemondb.net/artwork/fletchinder.jpg,Ember,70,1600,Fire, Flying,"Flame Body, Gale Wings",2 Speed,120,134,Medium Slow,50,50,50,6
663,Talonflame,"Talonflame is a Fire/Flying type Pokémon introduced in Generation 6. It dives at foes, and then attacks with devastating kicks. It evolves from Fletchinder at level 35.",ファイアロー (Fiarrow),talon: a bird’s claw (especially birds of prey) | flame: fire,https://img.pokemondb.net/artwork/talonflame.jpg,Scorching,120,2450,Fire, Flying,"Flame Body, Gale Wings",3 Speed,45,175,Medium Slow,50,50,50,6
664,Scatterbug,Scatterbug is a Bug type Pokémon introduced in Generation 6. Scatterbug resides mostly in forests and wild plains. It uses the fur around its neck to control its body temperature.,コフキムシ (Kofukimushi),scatter: throw or distribute across a large area | bug: insect; suffix meaning ‘enthusiast’,https://img.pokemondb.net/artwork/scatterbug.jpg,Scatterdust,30,250,Bug,,"Shield Dust, Compound Eyes, Friend Guard",1 Defense,255,40,Medium Fast,50,50,50,6
665,Spewpa,Spewpa is a Bug type Pokémon introduced in Generation 6.,コフーライ (Kofuurai),spew: vomit | pupa: immobile cocoon stage of an insect,https://img.pokemondb.net/artwork/spewpa.jpg,Scatterdust,30,840,Bug,,"Shed Skin, Friend Guard",2 Defense,120,75,Medium Fast,50,50,50,6
666,Vivillon,"Vivillon is a Bug/Flying type Pokémon introduced in Generation 6. Vivillon has 18 different forms, depending on the region set on the 3DS. (Once encountered, changing the region does not change the form found.) There are also two event-exclusive patterns. The forms are:",ビビヨン (Viviyon),"vivify: bring to life, animate | papillon: French for ‘butterfly’",https://img.pokemondb.net/artwork/vivillon.jpg,Scale,120,1700,Bug, Flying,"Shield Dust, Compound Eyes, Friend Guard","1 HP, 1 Sp. Atk, 1 Speed",45,206,Medium Fast,50,50,50,6
667,Litleo,"Litleo is a Fire/Normal type Pokémon introduced in Generation 6. Its mane blazes with heat during battle, burning hotter and hotter the stronger its opponent.",シシコ (Shishiko),"lit: alight, on fire | leo: Latin for ‘lion’",https://img.pokemondb.net/artwork/litleo.jpg,Lion Cub,60,1350,Fire, Normal,"Rivalry, Unnerve, Moxie",1 Sp. Atk,220,74,Medium Slow,12.5,87.5,50,6
668,Pyroar,"Pyroar is a Fire/Normal type Pokémon introduced in Generation 6. Male and female Pyroar have different forms - the male has a large mane, while the female is more sleek. Both have the same stats/attributes.",カエンジシ (Kaenjishi),pyre: a bonfire | roar: deep cry of a lion/tiger,https://img.pokemondb.net/artwork/pyroar.jpg,Royal,150,8150,Fire, Normal,"Rivalry, Unnerve, Moxie",2 Sp. Atk,65,177,Medium Slow,12.5,87.5,50,6
669,Flabébé,"Flabébé is a Fairy type Pokémon introduced in Generation 6. Flabébé has several forms, based on the flower it is holding. They are each found in wild flower patches corresponding to its color. The forms are: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower.",フラベベ (Flabebe),flabra: Latin for ‘breeze’ or ‘wind’ | bébé: French for ‘baby’,https://img.pokemondb.net/artwork/flabebe.jpg,Single Bloom,10,10,Fairy,,"Flower Veil, Symbiosis",1 Sp. Def,225,61,Medium Fast,0,100,50,6
670,Floette,"Floette is a Fairy type Pokémon introduced in Generation 6. Like Flabébé, Floette has several forms: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower.",フラエッテ (Floette),florette: one of a cluster of small flowers,https://img.pokemondb.net/artwork/floette.jpg,Single Bloom,20,90,Fairy,,"Flower Veil, Symbiosis",2 Sp. Def,120,130,Medium Fast,0,100,50,6
671,Florges,"Florges is a Fairy type Pokémon introduced in Generation 6. Like Flabébé, Florges has several forms: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower.",フラージェス (Florges),flower: the blossom of a plant | gorgeous: beautiful,https://img.pokemondb.net/artwork/florges.jpg,Garden,110,1000,Fairy,,"Flower Veil, Symbiosis",3 Sp. Def,45,276,Medium Fast,0,100,50,6
672,Skiddo,Skiddo is a Grass type Pokémon introduced in Generation 6. Skiddo is said to have been the first Pokémon to live alongside humans. It has become able to read the feelings of its riders through their grip on its horns.,メェークル (Meecle),skid: to slide | kiddo: slang for a child; ‘kid’ is a baby goat,https://img.pokemondb.net/artwork/skiddo.jpg,Mount,90,3100,Grass,,"Sap Sipper, Grass Pelt",1 HP,200,70,Medium Fast,50,50,50,6
673,Gogoat,"Gogoat is a Grass type Pokémon introduced in Generation 6. Gogoat is so large that people are able to ride on its back. It's very calm, and can form a strong bond with its Trainer's feelings when its Trainer grabs onto its horns.",ゴーゴート (Gogoat),gogo: full of energy | goat: horned mammal,https://img.pokemondb.net/artwork/gogoat.jpg,Mount,170,9100,Grass,,"Sap Sipper, Grass Pelt",2 HP,45,186,Medium Fast,50,50,50,6
674,Pancham,"Pancham is a Fighting type Pokémon introduced in Generation 6. With its trademark leaf always sticking out of its mouth, Pancham tries to intimidate its opponents by glaring at them intensely (although this is rarely successful).",ヤンチャム (Yancham),panda: large black & white mammal | champion: fighter who has defeated all opponents,https://img.pokemondb.net/artwork/pancham.jpg,Playful,60,800,Fighting,,"Iron Fist, Mold Breaker, Scrappy",1 Attack,220,70,Medium Fast,50,50,50,6
675,Pangoro,"Pangoro is a Fighting/Dark type Pokémon introduced in Generation 6. Pangoro is a cantankerous Pokémon, but it has a strong heart and doesn't forgive those who pick on the weak.",ゴロンダ (Goronda),panda: large black & white mammal | gorogoro: Japanese term for a rumbling sound,https://img.pokemondb.net/artwork/pangoro.jpg,Daunting,210,13600,Fighting, Dark,"Iron Fist, Mold Breaker, Scrappy",2 Attack,65,173,Medium Fast,50,50,50,6
676,Furfrou,"Furfrou is a Normal type Pokémon introduced in Generation 6. Furfrou can have its appearance changed by grooming. There are number of different appearances it can take, and the more it's groomed, the more styles become available. Furfrou is also considered very intelligent and loyal to its Trainer. It's said that in ancient times, Furfrou guarded the king of Kalos.",トリミアン (Trimmien),fur: soft hair coating | frou-frou: (French) a showy/frilly dress,https://img.pokemondb.net/artwork/furfrou.jpg,Poodle,120,2800,Normal,,Fur Coat,1 Speed,160,165,Medium Fast,50,50,50,6
677,Espurr,Espurr is a Psychic type Pokémon introduced in Generation 6. The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,ニャスパー (Nyasper),ESP: Extra Sensory Perception: psychic power | purr: sound a cat makes when content,https://img.pokemondb.net/artwork/espurr.jpg,Restraint,30,350,Psychic,,"Keen Eye, Infiltrator, Own Tempo",1 Speed,190,71,Medium Fast,50,50,50,6
